stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0.28,1.13,0,0.28,0,0,0,0,0.56,0.28,0,0,0,0.28,0,0,0,0,0,0,0,0,0
21Day,0.37,0,0,0.37,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,3.33,0,0,0.37,0,0.37,0.37,0,0,0,3.33,0,0.37,0,0,0,0,0,0.37,0
3Month,0,0,0,0.1,0,0,0,0,0,0.21,0,0,0,0,0,0.1,0,0.1,0.31,0,0,0,0,0,0,0,0.1,0,0,0,0.94,0,0,0,0,0,0.1,0.1
22Month,3.69,19.95,17.35,46.19,0.14,15.3,3.14,0.14,7.93,51.11,9.02,8888.91,22.41,10.52,65.46,5.06,7.65,39.63,63,1.64,123.94,16.12,0.82,3.96,0.96,4.78,13.8,15.99,3.01,6.29,9.57,5.19,8.75,0.14,0.41,2.19,0.14,9.16
