stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,11,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.95,2.54,0,2.54,1.13,3.1,0,0,0,0,0,0,0.56,0,0.85,7.61,1.13,5.36,0,0.28,0,0,641.77,37.2,1.13,2.54,7.61,0,0,6.2,0.28,0.28,0.28,0,0,0
21Day,1.11,0.37,0.74,5.55,0,5.55,0,0.74,0,0.37,1.11,0,2.59,1.48,0.74,1.85,0.74,4.44,0,0,1.11,0,209.04,19.24,0.74,0.74,2.96,5.18,0.74,1.48,1.85,1.85,0.37,0,0,0.37
3Month,0,0,0,0.73,0,0,0.1,0,0.1,0.21,1.77,0.52,0.1,0.94,0,0.52,0.42,0.73,0.21,0,0,0.1,5.2,0,0.73,0,0.1,0.1,7.39,0.21,0,0,0,0.31,1.77,0.83
22Month,0,0.14,0,0.41,0,0,0.55,0,0,0.82,7.65,0.14,0,0.41,0,0,0.41,1.64,0,0.27,0,0,6.01,0,1.5,0.27,0,0,10.66,1.37,0,0,0,0,0,0.41
