stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,1.41,0,2.82,0,0.56,0,9.3,4.23,0,0,1.97,0,0,0.56,0,0.56,0,0,0
21Day,2.22,1.48,0.37,4.44,0,1.11,0,0,0,0,0,0,0,0,2.59,0,0,4.07,0.74,9.99,0,0.74,0,4.44,2.22,0.37,0.74,5.55,0.37,0.37,1.11,0.74,0.74,0.37,0,1.85
3Month,0,0.73,0,2.81,0,0,0.21,0.1,0.1,0.1,0.21,0,2.08,0.73,0,0.21,0,1.56,0.52,2.81,0.83,0.42,0.1,0.21,0,0.21,0.21,0,0.21,0.52,0,0,0,0.1,0.21,3.64
22Month,0,1.78,0,0.68,0,0,0.14,0.14,0,0.14,0.41,0.14,1.78,0.68,0.14,0.14,0.14,0.27,0.68,0.82,0.14,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,1.37
