stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,10,1,0,19,1,0,0,0,0,0,2,0,0,0,0,0,5,3,19,0,0,0,0,16,1183,0,0,2,0,0,0,0,0,2,0,0,0
72hpf,2.54,0.28,0,1.13,0.56,1.97,0,0,0,0,0,0,0,0,0,3.66,6.2,0.28,4.79,0,0,0,0,159.53,75.82,1.69,4.23,4.79,0,0,31,0.28,0.56,0.28,0,0,0
21Day,0.74,0,0,2.59,0,1.11,0,0,0.37,0,0,0.37,0.37,0,0,0,1.11,0,1.85,0,0,0,0,9.25,18.5,0.37,12.95,1.11,1.48,0,13.32,0,0.37,0.37,0,0,0.37
3Month,0,0.52,0.1,4.06,0,0,0,0.83,0.62,0,0,2.6,1.35,0,0.73,0,0.21,0.42,0.83,0.21,0,0,0.1,0,0,12.59,27.46,0.21,0.31,0.42,0.31,0,0,0,0.31,0.52,0.62
22Month,0,0.27,0.41,2.32,0,0,0.14,0.14,0.82,0.55,0,3.96,0.27,0.14,2.05,0.27,0.27,0.68,0.68,0,0.41,0.14,0,0.27,0,9.98,58.21,0,0,0.55,0.27,0,0,0,0,0,0.27
