stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,194,6,0,0,0,2,175,45,0,0,0,1,0,0,0,0,0,22,0,0,0
72hpf,0.56,3.38,0,1.41,0.28,2.25,0,0,0,4.23,0,0,0,0,0.56,0.28,3.1,14.66,1.69,0,0,0,3.1,93.01,3.95,0,0.28,0,30.44,0,0,0,0.28,0,38.05,0,0,0
21Day,1.48,2.22,2.96,3.7,0,1.48,0,0,0.37,13.32,0,0,0.37,0.74,9.99,0,1.48,27.75,4.44,0.37,0,0.37,0.74,36.63,2.22,0,0,0,18.13,0.74,0,0,0,0,4.44,0,0,0.74
3Month,0.52,4.26,16.02,11.03,0.1,0,1.87,0,3.64,234.45,0.21,35.68,101.1,0.42,177.66,4.06,4.16,119.31,5.1,0.83,0.1,1.25,19.56,5.1,0,1.04,0.73,0,1.77,2.91,0.31,2.6,0.21,0.1,0.83,1.66,2.29,4.47
22Month,0.55,4.1,9.29,5.74,0.14,0,4.37,0.14,3.83,601.12,1.64,28.7,41.4,0.68,172.72,0.41,0.82,210.17,4.1,0,1.91,0.41,1.64,2.87,0.14,1.37,1.5,1.5,0.27,0.68,0,0.82,1.64,0.68,0.14,0.41,0.14,1.37
