stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,24,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.13,0,1.41,0.28,0.28,0,0,0,0,0,0,0.56,0,0.28,7.33,0,0.28,0,0,0,1.13,1.69,0,0,0.28,0.28,4.51,0,0,0,0,0
21Day,0.37,0.37,0,4.44,0,0.37,0,0,0,0,0,0,0.37,0,0.37,1.48,0,0,0,0,0.37,1.48,0,0,0,0.37,0,0.74,0,0.74,0,0,0.37
3Month,0.1,1.56,0,8.95,0,0,0.21,0.42,3.33,0,1.46,2.29,0.31,0.94,0.73,16.54,0.62,0.62,0.1,0.1,2.6,0,0,0.21,0,0,1.66,0,0,0,1.77,0.21,4.16
22Month,0,1.5,0.14,2.87,0,0,0,0,1.91,0.14,3.69,0.41,0.41,0.27,0,2.6,0.96,0.68,0,0,0.14,0,0,0.14,0.27,0,0,0,0.14,0,0.14,0,0.27
