stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,10,7,0,18,1,1,0,0,0,0,0,4,1,0,0,0,4,8,9,28,0,0,0,0,36,3155,2,0,1,0,0,0,0,0,0,7,0,0,0
72hpf,32.98,4.79,0,21.98,12.97,27.9,0,0.85,0,0.56,0,0,0.28,0,0.56,0,6.48,47.63,3.95,37.77,0,1.69,1.13,0.28,1840.47,1658.11,3.66,23.68,47.35,0.56,0,1.13,241.54,7.33,3.66,26.49,0,0,0.28
21Day,9.99,2.59,1.11,44.77,6.29,23.31,0,5.92,0,0.74,0,0,4.44,0.37,8.88,4.07,3.7,16.65,5.92,43.29,0,0,3.7,0.37,575.33,482.09,5.55,12.58,15.91,18.87,0,1.11,74.37,5.18,11.47,7.4,0,0,4.81
3Month,0.1,0.21,0.52,10.4,0.73,0,0.1,0.1,0.31,1.77,0.52,0,6.35,0.52,1.14,0.73,3.85,2.91,1.77,3.43,0.62,0.1,1.04,0.31,10.09,4.16,5.1,2.6,0.1,0.31,0.1,23.3,2.18,0,0,1.87,0.62,2.5,0.73
22Month,0,0.82,0.41,6.01,0.82,0,0,0,0.27,1.23,0.41,0,17.08,0.27,2.05,1.78,1.64,1.91,1.64,4.51,0.27,0.41,0.41,0,8.34,2.19,5.33,3.28,0.27,0.14,0,16.94,12.44,0.41,0,1.09,0.14,0,0.41
