stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,2,0,5,0,1,0,1,0,0,0,0,0,0,0,2,2,4,12,0,0,0,0,2,40,0,0,2,0,0,0,0,0,0,0,0
72hpf,2.54,1.13,0,1.41,0.28,0.28,0,0.28,0,0,0,0.28,0,0,0,3.1,5.36,1.13,4.23,0,0.56,0,0,8.74,7.61,0.56,0,5.92,1.69,0,0,0,0.56,0,0,0
21Day,2.59,0,0.37,4.44,0,1.11,0,0.37,0,0,0,1.48,0,0.74,2.22,0.74,0.74,0.37,7.4,0,0,0.37,0,1.85,4.07,0,0.37,1.85,0.37,0.37,0.37,0.74,0,0,0,0
3Month,1.04,1.14,0.83,22.57,0.42,0,0.62,0.83,2.18,3.02,0.21,93.72,4.58,1.46,16.23,2.08,5.41,5.2,13.52,4.06,0,1.46,2.91,0.83,0.52,1.25,0.62,0.21,2.81,52.01,0.73,0,0.52,1.14,10.82,3.54
22Month,0.41,3.28,0.82,6.01,0,0,0.96,0.96,1.5,3.01,2.32,83.22,1.5,2.6,14.62,0.14,2.32,6.29,10.8,0.27,1.5,1.09,0.14,0.68,0.14,1.09,1.5,0.41,0,12.85,0.55,0.41,0.27,0.14,0.14,1.09
