stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,97,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,248.31,2.54,0,8.46,1.41,13.81,0.28,0,0,0,0,0,0.28,0.28,3.95,23.11,1.41,27.62,0,2.54,1.69,0.56,150.23,72.72,0,1.69,31.85,0.85,0,8.46,0.28,0.56,2.25,0,0,0
21Day,250.48,10.73,5.55,100.27,2.22,80.66,14.43,0,5.18,0,25.16,2.59,33.67,18.5,7.77,58.46,21.09,157.24,0,0,18.87,0.74,168.71,72.52,4.44,7.03,45.88,37.74,0,15.91,5.18,25.53,3.7,0,0,21.09
3Month,1.46,0.31,0.1,2.7,0,0,0.1,0.73,0.73,0,2.29,0.73,0.1,1.14,0.31,0.62,1.35,2.08,0.94,0,0.42,0.31,0.21,0,0.21,0,0.21,0.42,3.02,0.1,0,0,0,0.21,0.52,0.1
22Month,0.14,0.27,0.14,0.96,0,0,0.14,0.27,0.82,0.41,10.11,0.27,0.27,0.68,0,0,0.82,0.68,0,0.14,0.14,0,0.27,0,0.55,0,0,0.14,10.93,0,0,0,0,0,0,0.41
