stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,7,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,2,17,0,0,0,0,8,83,0,0,0,4,0,0,0,0,0,0,0,0,0,0
72hpf,20.29,1.13,0,12.12,9.3,3.66,0,1.13,0,0,0,0,0,0,0,1.69,20.29,0.56,31.85,0,0.85,0,18.04,421.36,40.87,0.28,0.85,0,37.77,0,0,0.28,4.79,0.56,0.28,1.69,0,0,0
21Day,14.8,0,0.37,25.16,1.85,6.29,0,4.07,0,0,0,11.47,0.37,1.85,0.74,1.85,17.76,1.48,45.88,0,0.37,1.48,7.4,124.32,18.13,1.85,1.11,0,64.38,7.03,0,0.74,1.48,1.11,2.22,1.11,0,0,1.85
3Month,0.21,1.25,1.46,29.54,0.83,0,1.04,1.46,1.14,2.08,0.1,477.54,2.7,0.42,8.53,3.74,56.59,3.22,18.72,1.98,0.52,2.7,68.24,4.37,0.42,1.87,1.04,0,0.31,6.35,0.1,12.38,0.31,0.1,0,0.83,1.35,3.74,1.98
22Month,0.14,2.32,1.09,8.2,0.14,0,2.46,0.27,0.96,2.87,0.68,716.04,0.96,0.27,3.55,0.68,6.42,1.91,14.35,0.96,17.35,1.64,2.46,4.92,0.14,1.78,1.37,1.37,0.14,1.23,0,7.11,1.37,0.68,0,0.41,0.55,0,1.5
