stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,6,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,21,0,0,0,0,28,169,1,0,4,0,0,0,0,0,0,0,0,0
72hpf,8.74,1.41,0,2.82,3.95,6.2,0.28,0,0.56,0,0,0,0,0,1.13,16.07,3.38,16.07,0,0.28,0.28,0,1136.98,164.32,1.13,2.82,18.6,0.56,0,13.53,4.79,3.95,1.13,0,0,0
21Day,5.18,0.37,0.37,6.29,0,6.29,0.74,0,0,0,0.74,1.48,1.11,0.37,0.37,2.59,2.22,7.77,0,0,0.74,0,278.23,25.16,1.48,1.48,4.81,5.92,0,2.22,1.85,3.7,0.37,0,0,0.37
3Month,0.21,0.62,0,2.18,0.21,0,0,0.31,1.25,0,4.99,15.29,0,1.25,0.31,1.35,0.83,1.04,0.1,0,0.1,0.21,26.73,0.52,6.55,0.52,0,0,28.6,0.42,0.1,0,0.1,1.46,2.6,0.62
22Month,0.14,0.55,0.27,0.55,0,0,0.27,0,0.96,0.27,13.12,5.47,0.27,0.55,0,0.55,0.41,1.23,0.14,0.27,0.14,0,16.94,0.27,9.02,0.68,0,0.14,4.1,2.19,0.14,0,0,0,0,0.14
