stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,1.41,0,0,0,0,0.85,0,0,0,0,0.28,3.95,0.56,0.28,0.56,0,0,0,0.28,10.15,3.38,0,0.28,0,0,0,0,0,0.28,0,0,0,0,0,0
21Day,1.85,0,0.74,38.85,4.81,0,0,0.74,1.11,0,3.7,0.37,3.7,34.78,1.11,22.94,0.37,8.88,0,0.74,1.11,0,8.14,5.18,0.37,0.37,0,4.07,2.59,0,0.37,1.48,0.74,1.11,0,0,0,0.74
3Month,0.1,1.77,1.56,108.49,0,1.77,0.21,5.41,11.34,0,143.34,9.15,0.62,437.7,2.5,95.9,5.3,12.9,1.98,0.42,2.6,125.34,1.25,0.42,2.18,0.94,0,0.21,6.55,0.1,8.01,0.52,0.1,0,0.31,2.29,4.37,9.15
22Month,0.68,5.33,2.6,16.4,0,4.24,0,3.96,16.12,2.19,1446.84,7.24,2.19,168.22,0.68,10.52,9.57,12.44,0.68,24.73,1.91,1.09,0.82,0.27,1.5,1.78,1.91,0,2.05,0,2.32,0.55,0.82,0,0.14,0.27,0,5.6
