stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,12,0,21,0,0,0,1,0,0,0,0,0,0,0,0,2,10,16,15,0,0,0,0,10,74,0,0,0,4,0,0,0,0,0,0,0,0,0
72hpf,2.25,0.56,0,5.64,0.56,0.56,0,1.13,0,0,0,0,0,0,0.28,0,3.38,18.04,2.25,16.35,0,0,1.13,0,14.37,49.32,0,1.13,0,17.76,0.28,0,0,7.33,0,0.28,0,0,0
21Day,7.4,2.22,0.37,26.64,0.37,4.81,0,4.07,0,0.74,0.74,0.74,1.48,1.85,5.92,2.59,4.44,7.4,8.51,38.11,0,0,2.22,0,7.4,22.57,0.37,0,0,18.13,1.48,0,0.74,0.74,0.37,1.48,0,0,4.07
3Month,0.73,8.22,4.16,114,0.31,0,0.94,1.66,0.21,48.16,15.91,0.21,139.28,20.91,3.74,91.12,10.4,18.31,49.1,20.91,3.64,0.1,19.87,5.2,3.64,0.62,9.67,2.08,0,0.62,2.81,0.21,93.51,0.83,0.1,0.31,5.41,36.3,20.6
22Month,0.55,5.88,2.32,24.46,0,0,1.23,0.68,0,9.7,20.77,12.71,151.82,8.47,3.42,32.39,2.46,3.28,27.47,12.44,0.55,2.46,5.6,0,1.23,0,5.19,1.91,0.68,0.82,0.68,0,15.44,1.5,0.41,0,0.82,0.14,8.06
