stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.95,0.28,0,1.41,1.41,2.25,0,0,0,0,0,0,0,0,0,0.28,4.23,0.56,2.82,0,0.56,0.28,0.28,362.17,16.63,0.56,0.28,4.79,0.28,0,2.25,0,0.28,0.28,0,0,0
21Day,1.48,0,0,4.07,0,4.44,0,0,0,0,0,0,0.74,0.74,1.11,0,2.22,0.37,2.96,0,0,0.74,0,109.89,7.4,0.37,1.48,5.18,3.7,0.37,0.37,0.37,1.48,0,0.37,0,0
3Month,0,0,0.1,0.83,0.1,0,0.1,0,0.42,0.42,0,2.6,0.52,0.1,0.94,0.21,0.62,0.1,0.83,0.1,0,0.52,0,6.97,0,1.66,0,0,0.1,19.66,0.1,0,0,0,0.1,15.08,0.21
22Month,0,0.41,0,0.82,0,0,0,0.14,0.27,0.14,0.27,7.65,0.27,0.14,0.82,0,0.27,0.41,2.6,0.27,0.27,0,0,3.42,0.14,2.05,0.27,0,0.14,6.15,0.68,0.27,0,0.14,0.27,0,0.14
