stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,1.41,0.56,0,0,0,0,0,1.13,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,7.03,11.1,1.11,0,0,0,0,0,0,0.37,1.11,29.6,0.74,14.43,1.48,1.11,0,0.37,0.37,0,2.22,1.11,0,0,0,0.74,1.11,0.74,0,0.74,0.37,0.74,0,0,0.37
3Month,0.1,0.83,12.17,162.58,0,2.08,0.21,58.67,3.33,0,16.33,4.06,0.42,218.02,6.03,25.9,6.55,3.43,1.04,0,5.93,2.39,1.04,0,4.78,0.31,0,0.31,3.12,21.12,0.1,0,0,0,1.04,22.68,3.54
22Month,0.14,0.82,9.84,31.98,0,0,0.27,8.06,3.14,2.46,55.75,0.68,0.68,59.58,0.55,6.7,3.14,1.91,0.14,1.78,5.19,0.27,1.78,0,3.55,0.14,0.68,0,0.27,3.42,0,0.27,0,0,0.14,0,0.82
