stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,72,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,130.21,0,0.56,0,1.97,0,0.85,0,0,0,0,0,0.85,0,0.56,2.54,0,3.95,0,0,0.28,0,8.17,23.68,0,0,4.79,0,0,2.82,0,3.38,0,0,0
21Day,1.11,70.67,0,2.96,0.37,3.33,0,15.17,0,0,0,1.11,0,2.22,0.37,0.37,1.85,1.85,7.77,0,0,1.48,0,3.7,5.18,0,0,9.25,1.11,0,1.11,0,0.37,1.11,0,0.74
3Month,0.1,198.46,0.52,8.01,0,0,0.21,33.81,1.14,4.26,0,11.65,4.99,6.45,4.99,0.73,3.43,5.62,10.19,1.46,0,2.29,0.73,0.73,0.42,0.94,0.21,0.83,1.87,4.68,0,0,0.1,14.87,0.52,2.7
22Month,0.27,322.9,0.41,3.42,0,0,0.68,28.29,0.14,5.88,0.82,26.1,2.46,23.78,2.6,0.14,0.82,22.82,5.33,0,1.64,1.78,0.27,0.41,0.14,0.41,1.37,0.41,0.41,0.55,0.27,0.27,0.14,3.42,0,1.78
