stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Osteoblast,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
72hpf,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0.28,0.56,0,0.28,0,0.28,0,0,0,0
21Day,0.37,0,0,0.74,0,0.37,0,0,0,0,0,1.48,0,0,1.85,2.22,0,0,0,0.74,0.37,0,0,0,0,0,0,0,0
3Month,0,0.21,0.1,1.25,0,0,0.42,0.21,0,1.04,0,0.1,0.94,0.42,0.52,0.42,0.21,0.21,0.21,0,0,0,0,0.1,0.1,0,0.1,0.31,0.94
22Month,0,0.14,0,1.37,0,0,0,1.23,0.82,3.96,0.27,0.82,1.37,0.14,1.5,0.82,0,0,0,0.14,0,0.27,0,0,0.27,0.14,0.27,0,0.55
