stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,1,0,6,0,0,0,0,0,0,0,0,0,0,2,1,3,16,0,0,0,0,7,88,0,0,0,5,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,1.13,0,0.85,0.56,0,0.28,0,0,0,0,0,0.28,0,1.69,0.56,0,4.79,0,0.28,0.56,0,6.48,5.36,0,0,0,5.07,0.85,0,0.56,0.28,0,0,0.28,0,0,0
21Day,0.74,0.37,0,2.22,1.48,0,3.33,0,0,0,0,0,2.59,0.37,0,0,0.74,3.7,0,0,0,0,2.22,1.48,0,0,0,1.11,0.37,0,0.37,0,0,0.37,0.37,0,0.37,1.11
3Month,0.31,1.46,0.52,9.78,0,0.31,0.73,2.91,1.35,0,4.68,1.87,0.52,12.48,0.83,1.35,2.7,1.14,0.42,0,1.14,0.52,0.52,0,0.73,0.31,0,0.1,0.83,0.1,74.37,0.1,0,0.1,0,1.35,6.03,5.62
22Month,0.14,4.1,1.37,11.21,0,0.27,0.55,4.51,6.15,0.82,22.55,2.73,3.83,20.91,0.68,0.68,7.93,3.55,0,0.82,1.64,0,0.41,0,1.23,0.14,16.26,0.27,0.14,0,17.08,0.27,0.14,0,0,1.09,0,4.24
