stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,7,1,0,0,0,0,0,0,0,0,0,1,3,2,4,0,0,0,0,2,47,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.64,3.38,0,7.61,0.28,0,0,0,0,0,0,0,0.28,0,0.28,13.81,0,5.07,0,0,0.56,0.28,5.92,5.36,0.28,0,5.92,0,0,0.28,0.28,0,0.85,0,0,0
21Day,6.66,2.59,0,38.85,0.74,2.96,1.11,0,0,0,0.37,0,0.37,0,1.48,31.45,0.37,14.8,0,0,3.7,0,4.07,5.55,0,0,4.81,1.11,0,1.11,0.37,0.74,0.74,0,0,0
3Month,0,0.62,0.1,3.74,0.1,0,0.1,0.1,0.42,0.1,4.16,0.1,0,1.04,0.21,2.08,0.31,1.87,0.1,0,0.21,0.42,0.21,0,0.31,0,0.1,0.42,1.14,0,0,0,0,1.98,4.47,0.42
22Month,0,1.5,0.41,1.78,0.14,0,0,0.14,0.96,4.51,13.94,0.14,0.55,0.82,0,1.09,0.27,1.5,0.14,0.27,0,0.14,0.41,0.14,0.27,0.27,0,0,0.41,0.55,0,0,0,0.14,0,0.14
