stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,2.25,0,0,0,0,0,0,0.28,0,0,0,0,0,0,1.13,6.2,1.13,0,0.28,0,0,14.09,1.13,0,0,0,1.69,0,0,0,0,0,0,1.13,0,0,0
21Day,1.85,0.74,0,2.22,0.37,0,0,0,2.22,0,0,2.96,4.81,0,0,0.37,8.14,0,0,0,0,0,6.29,0.37,0,0,0,0.37,0.37,0,0.37,0,0,0.37,0.37,0,0,0.74
3Month,0.1,8.63,0.21,3.54,0,0.1,0.21,0.52,6.97,0,2.7,139.38,1.35,0.62,0.1,1.77,18.41,1.98,0.42,0,0.42,0.62,0.52,0.1,0.21,0.1,0,0,0.21,0.21,7.28,0,0.1,0,0,0.52,1.66,12.07
22Month,0.14,5.19,0,1.09,0,0,0,0.14,11.89,0.14,5.74,43.32,4.24,0,0.14,0.55,41.95,1.09,0,0.55,0.14,0,0.82,0,0.14,0,0.14,0,0,0,3.28,0.14,0,0,0,0.27,0,7.79
