stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,4,0,16,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,9,15,0,0,0,14,159,0,0,2,0,0,0,0,0,0,0,0,0
72hpf,3.38,1.97,0,5.92,0.85,0.85,0,0,0,0,0.28,0,0,0,0,0.28,0,2.54,19.17,1.41,12.12,0,0,0,102.59,31.29,0.28,0.85,11.84,0.56,0,2.82,1.41,0.28,1.41,0,0,0
21Day,3.7,0.74,0.37,17.76,0.37,3.33,0,3.33,0,0,0.37,0,0,2.22,0.74,2.59,1.11,0.74,5.55,1.48,21.83,0,3.33,0,36.63,17.02,0,1.11,7.4,2.22,0,3.33,0.74,4.07,1.48,0.37,0,1.48
3Month,0,1.04,0.31,9.47,0.1,0,0.31,0.21,0.1,1.66,1.87,0,0,6.24,3.54,0.62,10.19,0.73,2.5,1.56,2.91,0.83,1.35,0.1,1.46,0.1,1.04,0.31,0.21,0.42,4.58,0,0,0,0,1.56,2.5,2.29
22Month,0,0.55,0.27,1.64,0,0,0,0.14,0,1.23,2.87,0.27,0,12.71,1.09,0.14,4.51,0.27,1.09,1.5,1.5,0,0.27,0,0.41,0.14,0.82,0.82,0,0,0.41,0.55,0,0,0,0.14,0,0.41
