stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.69,0.85,0,3.38,0.85,0.28,0,0,0,0,0,0,0,0.28,0,1.41,4.51,1.97,4.23,0,0.85,0.28,65.11,17.76,0.28,0.56,7.61,0,0,1.97,0,0.56,0,0,0
21Day,0.74,0.37,0,8.14,0.37,0.37,0,0.37,1.11,1.11,0,0.37,0,1.85,0.74,0.74,2.22,1.85,15.17,0,0,0,18.5,4.81,0,0,7.77,0,0,1.11,0.37,0,0,0,0.74
3Month,0.1,0.21,0,1.46,0,0,0.1,0,0.1,0.21,0,0.42,0,0,0.1,0.1,0.21,1.46,0.62,0.52,0.21,0.1,0.1,0,0,0.31,0,0.1,3.64,0,0,0,0.1,0.52,0.83
22Month,0,0,0.14,0,0,0,0,0,0,0.14,0,0.27,0.27,0,0,0,0,0.27,0.55,0,0.14,0,0,0,0,0,0,0,0.27,0,0,0,0.14,0,0
