stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,0.85,0,0,0,0,0,0,0,0,0,0,0,0,1.13,1.41,0.28,1.13,0,0,0,0,3.66,3.66,0,0,1.97,0,0,0.56,0,0.28,0,0,0
21Day,1.85,0.37,0,4.07,1.85,0,0.37,0,0.37,0,0.37,0,1.11,0.37,1.11,1.11,0,6.29,0,0,0,0,2.96,1.85,0,0,0,1.48,0,0.37,0.37,0,0,0,0
3Month,0,0.62,0.52,5.41,0,0.1,0,0.94,0.94,0,5.51,1.04,0.21,3.54,0.21,1.87,0.94,1.46,0.1,0.1,0.31,0.52,0.31,0,0.21,0.1,0,0.31,3.74,0,0,0.1,0.21,1.14,1.25
22Month,0,0.41,0.82,1.23,0,0.14,0,0.27,1.09,0.41,10.11,0.55,0.14,2.46,0.14,0.27,1.5,1.37,0.14,0,0.27,0,0.27,0.14,0.14,0.41,0,0,0.68,0,0,0,0,0,0.27
