stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,7,0,0,13,1,1,0,0,0,0,0,0,1,0,0,0,21,0,1,6,0,0,0,10,7,552,0,0,0,4,0,0,0,0,0,0,1,0,0,0
72hpf,12.12,1.69,0,12.4,14.37,3.95,0,0.28,0,0,0,0,0.56,0,0,0,20.57,11.56,3.1,16.35,0,12.97,0.56,9.58,99.77,449.27,1.41,4.51,0,36.08,1.69,0,0,86.53,1.69,1.13,5.07,0,0,0
21Day,24.05,0.37,25.53,41.81,9.25,8.51,0,2.59,0,4.44,0,0,25.9,0.74,2.22,86.95,4.44,11.1,7.03,36.63,0,0.37,11.84,5.55,30.71,150.58,7.4,5.18,0,20.35,11.84,0,0,34.41,13.69,16.28,3.7,0,0,3.7
3Month,0.73,1.66,33.39,102.04,2.18,0,2.81,0.1,0.21,63.03,9.99,0.83,440.1,11.86,1.35,501.88,17.89,12.48,12.07,24.55,22.47,0.73,54.82,71.15,7.07,2.29,25.07,5.3,0,1.66,13.52,0.31,32.87,4.26,0.1,0,1.46,6.03,23.61,7.91
22Month,0.27,3.01,25.55,79.67,0.55,0,2.19,0,0.14,25.83,6.42,27.33,681.88,3.14,0.96,435.78,3.69,3.01,5.19,15.71,1.91,17.63,25.14,3.69,2.87,1.78,17.49,6.56,0.82,0.96,2.05,0,6.42,8.88,7.65,0,1.09,0.27,0,2.6
