stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,0,0.28,0,0,0,0,0,0,0,0.28,0,0,0,1.41,0.85,0,0,0,0.56,0,0.56,0.28,0.28,0,0,0,0.28,0,0,0.56,0,0,0,0,0
21Day,0.37,0.37,1.85,2.59,1.85,0,0.37,0,0.37,0,0,0,14.43,0,1.48,5.18,0,0.37,0.74,2.59,0,0.37,0,0.37,1.48,2.22,0,0.37,0,2.22,0.37,1.48,0.37,0.37,1.11,0,0,1.85
3Month,0.1,0.73,2.39,10.71,0,1.25,0.1,0,1.14,1.98,0,0,304.87,2.7,0.52,19.45,1.46,3.95,2.5,6.03,1.87,0.31,1.98,4.99,0.52,0.1,0.73,0.42,0,0.42,6.66,31.21,0.52,0,0.1,1.04,31.52,21.22
22Month,0.27,1.37,1.78,2.87,0,1.64,0,0.14,1.09,2.32,0.41,0,382.62,1.64,0.55,16.67,0.14,0.41,3.14,5.19,0.27,9.16,0.68,0.55,0.27,0,0.55,1.23,3.55,0.14,1.23,15.99,0.27,0.14,0,0.14,0.14,7.38
