stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,10,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,12,14,29,0,0,0,0,20,235,0,0,0,0,0,0,0,0,0,0,2,0,0,0
72hpf,3.1,0.85,0,4.51,1.69,3.1,0,0.28,0,0,0,0,0,0,0,0.28,3.38,10.99,1.13,10.15,0,0.85,0,0,61.72,29.88,0,0.56,0,6.48,0.56,0,0.28,1.41,0,0.28,0.85,0,0,0
21Day,7.4,0.74,1.11,15.54,1.11,7.4,0,1.11,0.37,0.37,0,0,1.48,0.74,8.88,1.85,1.48,5.92,2.22,26.27,0,0,2.59,0,21.09,13.69,0,0,0,11.47,3.7,0,2.96,1.11,0.74,2.22,1.11,0,0,1.11
3Month,0,0.73,0.62,13,0.1,0,0.1,0,2.39,1.14,0,0,42.23,6.45,1.04,6.14,1.46,5.2,3.74,7.49,2.39,0,1.46,1.56,1.14,0,0.62,0.21,0,0.73,0.73,0.1,29.44,0.31,0,0,0.21,1.35,4.99,2.39
22Month,0.14,1.23,0.41,6.97,0,0,0.14,0.27,1.09,4.51,1.78,0,58.76,2.87,1.91,7.38,0.41,2.46,4.1,9.43,1.09,1.23,1.5,0,0.41,0.14,1.09,0.27,0.14,0.27,0,0,8.34,0.55,0.68,0,0,0,0,1.09
