stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,5,0,15,0,0,0,0,0,0,0,0,0,0,2,4,32,22,0,2,0,0,5,136,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,1.69,0,0,0,0,0,0,0,0,0,0,1.13,1.41,0.56,1.97,0,0,0,0,3.1,2.82,0,0.28,1.69,0,0,0.56,0,0,0,0
21Day,1.48,0,0.37,25.53,1.11,1.11,0,0,2.96,0,0,0.37,2.96,2.59,1.85,7.77,4.07,6.29,0,0,1.48,0.37,3.33,1.85,0.37,0,1.48,0.74,0.37,0,1.11,0,0,0.74
3Month,0,0.52,0.1,37.24,0.1,0,0.21,1.77,15.5,0,2.39,4.99,0.31,10.71,1.04,11.34,6.76,1.35,0.21,0,0.21,0.31,0.1,0.1,0.52,0.1,0.21,0.1,12.38,0.1,0,0.21,0.73,0.52
22Month,0,0.27,0.68,8.47,0,0,0.14,1.23,25.28,0.55,2.32,2.87,0.14,16.4,0.27,2.05,6.42,0.82,0.14,0.68,0.14,0,0,0,0.27,0,0.14,0.14,3.01,0,0,0.14,0,0
