stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,11,1,0,0,0,0,0,0,0,0
72hpf,2.54,0,0,0.56,0.28,0,0,0,1.13,0,0,0,9.02,0.28,0,0.56,0,7.33,0,0.28,54.96,1.69,0,0.56,0,0,0.56,0,0,0,0
21Day,2.59,0.37,5.18,1.85,0.74,0,0,0.37,1.11,0,0.74,0,0.37,2.22,0.37,3.33,0,0,0,0.37,75.48,1.85,0,1.48,1.11,0,0,0.37,1.11,0,0.74
3Month,1.98,0,4.37,1.66,0,0.1,0.52,0.31,2.08,0.31,0.1,7.8,0,0.31,0.31,0.1,0.1,0,0.1,10.51,4.47,0,0.21,0,0.21,0.62,0.1,0,0,0.31,0.21
22Month,1.09,0.14,1.91,0.27,0,0,0,0.41,1.78,0,0,2.46,0,0,0.14,0.41,0,0,0,0.41,1.5,0,0,0.14,0,0,0,0,0,0,0.14
