stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0.28,0,0.28,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0.74,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0.37,0.37,0,0,0
3Month,0.1,0.73,1.14,4.78,0.83,0.21,0.1,0.52,1.66,0.21,498.66,2.08,0,5.72,0.62,2.18,0.73,2.81,0.52,1.25,1.56,0.62,0,0,0.31,0.62,0,0.1,6.55,0.94,0.31,0,0,0.1,0.42,0.21,0.94
22Month,1.09,4.1,3.14,7.93,5.19,0.27,0.27,1.09,8.61,1.5,2616.29,3.96,0.55,11.89,0.68,0.82,6.01,11.21,0.41,68.73,3.69,0.41,0.82,0,1.23,1.91,2.6,0.27,3.55,1.37,1.64,1.64,0,0,0.27,0,3.55
