stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,2,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.13,0.85,0.28,0,0,0,0,0,0,0,0,0,0,0,1.13,5.36,0.85,1.41,0,0,0,0,6.76,3.95,0,0,0,6.48,0,0,0,0.28,0,0.28,0,0,0
21Day,0.37,0,0,5.92,0.37,1.11,0,0.37,0,0,0,0,0,0,0,1.85,0,2.22,3.7,1.85,3.33,0,0,0.37,0,3.33,0.74,0,0,0,1.48,0,0,0,0.74,0,0.37,0,0,1.85
3Month,0.1,0.94,0.52,19.87,0,0,0.73,0.42,0.1,5.62,6.24,0,0,10.71,10.4,1.14,2.81,9.88,6.87,7.39,6.03,0.62,0,3.74,0.83,0.52,0.1,0.52,0.94,0,0.62,0.73,0.1,6.14,0.1,0,0.62,1.04,2.7,8.11
22Month,0.14,1.23,0.14,5.88,0,0,0.14,0.27,0,2.73,20.77,2.87,0,26.92,4.24,1.78,3.01,1.91,1.64,11.21,5.06,0.14,0.41,0.68,0,0.55,0.14,0.96,1.09,0.14,0.41,0.14,0,0.68,0.55,0.27,0,0,0.27,3.01
