stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,31,0,0,0,0,0,0,0,0,9,0,0,0,0,4,83,1,3,0,0,0,0,0,89,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.41,0,0,43.12,1.41,2.25,0,0,0,0,0,0,0.28,0,0,0.28,0,12.4,245.77,0,5.07,0,0,0,0,24.24,12.68,1.41,0,0,20.29,0.28,0,1.69,0,0,0,0,0
21Day,2.59,0.37,0.37,197.57,2.22,4.81,0,1.11,0,1.85,1.11,0,0,0.74,0,2.59,0,11.47,89.91,4.07,7.4,0,0.74,1.48,0,11.84,3.7,5.55,0.37,0,4.81,2.59,3.33,0.74,0.37,2.22,0,0,5.55
3Month,0.21,0.42,1.25,210.01,0.73,0,0.83,0.21,0.1,17.06,3.33,0.1,0,7.49,4.58,0.31,14.35,8.43,9.78,5.1,7.18,0.52,0,5.2,1.04,11.65,0.62,11.65,0.21,0,0.52,2.18,57.42,0.1,0,0,1.25,16.23,19.14
22Month,0,0.96,3.28,47.28,0.68,0,0.41,0,0,11.21,4.51,1.23,0,25.83,1.37,0.68,37.31,3.01,3.69,3.69,2.6,0,1.5,10.8,0,3.96,0.27,10.66,0.27,1.23,0.14,0,15.44,0.27,0,0,0,0.14,4.78
