stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,2,0,0,0,0,0,0,0,11,0,0,0,0,4,0,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.97,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,6.2,5.64,0.85,0.28,0,1.13,0,0.56,1.13,0,0,0.28,1.13,0.28,0,0,0,0,0,0,0,0
21Day,1.48,1.11,0,21.83,0,0.74,0,0,0,0.37,0,0,0.74,0,0.74,0.74,0.74,7.03,2.59,1.11,0,0,0.74,0.37,0.74,0.37,0,0,0.74,1.11,0.37,0.37,0,0.37,0.74,0,0,0
3Month,0.21,4.16,0.21,28.4,0,0,0.1,0,1.04,4.47,0,0,25.9,1.87,0.1,3.54,1.46,10.4,5.82,7.7,4.47,0.1,0.31,2.08,0,0,0.31,0.21,0.21,0.42,4.78,0.1,0,0,0.31,0.42,6.35,0.62
22Month,0.14,9.02,1.37,10.39,0.14,0,0.27,0.27,2.19,18.99,1.78,0,59.17,0.96,0.55,9.43,0.96,3.96,10.39,12.85,0.41,1.78,0.68,0.14,0.55,0,0.41,0.55,0.41,0.14,0.68,0.41,0.14,0,0,0.27,0,0.41
