stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0.85,0,0,0,0,2.82,0.56,0,0,0,0.56,0.56,0.56,0,0.28,0,0,0
21Day,0,0,0,1.48,0.37,0,0,0,0,0,0,0,0,0,0,0.37,0,1.11,0,0,0,0,0.74,0.37,0,0,0,0.74,0.37,8.14,0,0,0,0.37,0.37
3Month,0.52,1.14,1.04,15.5,0.21,0.42,0.1,2.5,4.37,0,23.72,7.07,0.31,9.99,1.66,4.47,6.35,5.51,1.56,0.1,1.66,2.18,1.04,0.31,1.14,1.04,0,0.42,5.41,617.13,0.62,0.1,3.12,420.75,4.37
22Month,0,0.55,0,1.78,0,0,0,0.41,0.55,0.14,11.21,0.68,0.27,2.05,0.14,0.55,0.68,2.32,0.27,0.68,0.14,0,0.41,0,0.27,0.68,0.27,0.14,0.14,70.37,0.27,0,0,0.96,0.41
