stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0
72hpf,1.13,0,0,44.25,0.28,1.41,0,0,0,0,0,0,0,0.28,0,0.56,335.12,0,1.41,0,0,0,0,10.43,3.95,0,0,1.97,0,0,0.85,0,0,0,0,0
21Day,2.22,0.37,0.37,72.15,0.37,4.44,0,0.74,0.37,0,0,0.74,0,1.48,1.48,0,316.34,1.48,6.66,0,0,1.11,0,7.77,3.33,0.37,0,3.33,4.81,0.37,0.74,1.48,2.59,0,0,1.85
3Month,0,0.21,0,7.07,0,0,0.42,0,0.52,1.56,0.1,5.41,1.14,0,1.46,0.31,141.88,0.83,2.29,0.21,0.21,0.21,0.52,0,0,0.1,0.1,0.1,1.14,17.06,0.1,0,0,0.83,9.88,1.87
22Month,0,0.55,0.27,0.27,0,0,0.27,0,0,0.82,0,10.66,0,0,0.27,0.14,7.11,0.27,0.41,0,0.27,0.27,0,0,0,0,0,0,0,0.41,0,0.14,0,0,0,0.27
