stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.56,0,0.56,0,0.28,0,0,0,0,0,0,0,0.28,0,0,2.25,0.28,1.97,0,0,0,0,2.25,1.69,0,0,0,0.28,0,0,0,0,0,0,0,0,0
21Day,0,0,0.37,8.51,0,2.22,0,2.22,0,0.37,0,0.74,0.74,7.03,0.74,0.37,2.96,1.48,6.66,0,0,1.11,0,1.48,1.11,0,0,0,1.48,0.37,0,0,0.37,0,0,0,0,2.22
3Month,0.1,1.04,0.73,13.21,0.1,0,0.21,0.62,2.5,6.55,0,12.38,6.24,1.77,6.14,2.39,3.54,4.26,4.47,1.14,0,3.33,1.25,0.73,0.1,1.87,0.62,0,0.31,0.31,0.1,4.26,0.1,0,0.1,2.6,1.46,8.84
22Month,0,2.46,0.14,4.1,0,0,0.27,0.27,1.78,13.39,0.96,20.77,2.32,2.19,4.24,0.82,0.96,3.01,3.55,0,0.27,0.82,0,0.14,0,1.09,1.09,0.14,0.27,0.14,0,1.37,0.27,0.14,0,0.27,0,3.42
