stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,0,0,0,0,3,22,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,0.85,0.56,0,1.69,0.28,0.28,0,0,0,0,0,0,0,0,0,0,2.82,0,2.82,0,0,0,0,12.4,7.33,0,0,2.54,0,0,0.28,0,0,0,0,0,0
21Day,0.37,0,0,4.81,0,2.22,1.11,0,0,0,0,0,0,2.59,0.37,0.37,0.74,0.74,5.18,0,0,0.37,0,7.77,1.48,0.37,0,2.22,0,0.37,0.37,0,0.74,0,0,0,0.74
3Month,0,0.62,0,10.82,0.1,0,0.21,1.98,2.91,0,0,8.43,2.6,0.52,2.39,0.52,3.12,2.81,2.81,0.42,0,0.83,0.94,0.42,0,0.83,0.42,0.1,0.42,11.34,0,0,0,0,1.04,1.66,3.74
22Month,0.14,1.09,0.27,2.05,0,0,0.14,1.23,4.78,1.09,0,12.44,0.96,0.14,2.6,0.14,1.23,3.01,2.19,0,0.41,0.41,0,0.14,0,0.41,0.55,0.14,0,1.23,0.27,0.14,0,0,0.14,0,1.23
