stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.28,0,0,0,0,0,0.56,0.28,0,0,0,0,0,0,0.28,0,0,0,0
21Day,0,0,1.48,4.07,0,0.37,0,0,0,1.48,0,0,0.37,0,4.44,0.37,0,1.85,2.59,0.74,0,0,0.37,0,1.11,0,0,0,0,0.37,0.37,0,0.74,0,0,0,1.11
3Month,0.73,1.56,30.69,71.77,0.1,0,2.81,0.1,0,144.69,7.59,0,40.77,10.4,11.75,280.74,1.77,7.28,34.43,7.59,0.94,0,2.81,1.35,0.83,0,2.5,0.73,0,0.21,3.85,5.62,0.1,0,2.18,4.89,6.76
22Month,0.41,2.73,22,23.78,0.14,0,0.82,0.14,0.14,64.09,9.16,1.5,49.47,2.19,6.01,270.43,0.96,1.23,15.44,5.88,0.41,3.01,5.88,0,0.41,0,2.05,0.68,0.68,0,0.68,3.69,1.09,0.68,0.14,0,2.46
