stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,1,0,12,0,0,0,0,0,0,0,0,0,0,0,1,7,9,4,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,1.13,0,9.58,1.13,2.25,0,0,0,0.28,0,0,0,0.28,0,2.54,14.66,5.92,5.36,0,0.28,0.28,0,4.23,4.79,0,0,4.79,0.28,0,0,1.69,0,0,0,0,0
21Day,4.44,1.11,0.74,17.39,1.11,4.07,0,3.33,0.37,0,0,0.37,1.11,2.59,0.37,0,15.91,11.47,10.73,0,0,1.85,0.74,1.85,6.66,0,0,6.66,2.59,0,0,0.37,0,0.74,0,0,6.29
3Month,0,1.35,1.14,16.75,0.1,0,0.73,0.52,3.74,10.82,0,16.12,27.56,0.52,5.51,1.66,5.41,14.04,4.16,1.14,0,2.08,1.56,0.31,0.21,0.42,0.52,0.42,0.62,0.1,3.54,0.1,0,0,1.87,7.07,12.9
22Month,0,1.78,1.23,7.65,0,0,0.96,0.96,1.91,25.83,4.24,60.67,7.38,1.78,5.88,0.14,2.05,18.58,5.88,0,0.96,1.09,0.14,0.68,0,0.82,0.27,0.55,0.27,0,0.14,0.14,0.14,0,0.41,0,6.15
