stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,17,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0.85,0.28,0.28,1.41,0,0.28,0,0,9.02,8.17,0,0.28,0.56,0,0,1.69,0.28,0,0.28,0,0,0
21Day,0.37,0,0,4.07,0.37,0,0,0,0.37,0,0,0,1.48,0,0,0.74,6.29,1.85,0,0,0.37,0,3.33,2.96,0,0,0.74,0,0,0.37,0.37,0.37,0,0,0,1.11
3Month,0,0.31,0.21,4.26,0,0.21,0.1,0.52,7.91,0,4.78,1.87,0.1,2.39,1.04,1.98,10.3,1.66,0.52,0,0.83,0.1,0.31,0.1,0.42,0.1,0.1,0.42,0.73,0,0,0,0.1,0.62,0.52,6.24
22Month,0.14,0.55,0.14,1.64,0,0.14,0.41,0.55,16.4,1.09,34.16,2.32,0.68,3.14,0.14,0.55,10.52,2.87,0,0.41,0.41,0,0.27,0,0.14,0.14,0.14,0.14,0.27,0.41,0.14,0,0,0.14,0,4.24
