stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,5,0,0,0,0,0,0,0,12,0,0,0,0,10,27,0,4,0,0,0,0,2,18,0,0,1,0,0,0,0,0,0,0,0
72hpf,1.41,0,0,9.3,5.92,0.56,0,0,0.28,0,0,0,0,0,0,0,10.99,34.95,0,3.38,0,1.13,0,0,20.29,16.07,0,0,3.38,2.82,0,3.1,0.28,0,0,0,0
21Day,2.22,0,1.11,56.61,3.7,2.59,0,0,1.85,0,0,0,0.74,0,0.37,1.48,25.9,44.77,3.33,4.07,0,0,3.33,0,5.18,4.81,2.22,0.37,2.59,5.92,0.37,0.37,0,0.37,0,0,0.37
3Month,0,0.42,2.18,68.65,1.56,0,0.62,0.1,37.55,1.56,0,0,115.87,3.33,0.31,20.7,42.96,4.89,5.3,1.66,1.25,0,29.54,4.89,6.45,0.31,10.92,0.42,0.42,3.33,1.77,0.42,0,0,0.42,1.46,1.56
22Month,0.14,1.23,2.46,32.25,0.41,0,0.96,0.14,20.36,1.78,0.41,0,211.53,0.82,0.41,27.47,10.8,1.23,2.6,3.14,0,7.11,15.44,0.14,3.83,0,7.93,0.55,0.14,1.23,0.41,0.27,0.14,0,0,0,0.55
