stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,4,0,16,0,0,0,0,0,0,0,0,4,0,0,0,0,3,1,6,28,0,0,0,0,5,97,0,0,0,5,0,0,0,0,1,0,0,0
72hpf,1.41,1.13,0,5.64,0.28,0.28,0,0.28,0,0,0,0,0,0,0,0,0,3.38,7.89,0.28,17.47,0,0.56,0.28,0.28,5.36,10.99,0,0,0,29.03,0,0,5.07,0,0,0,0,0
21Day,3.7,0.74,1.48,19.24,0.74,2.59,0,1.11,0,0,0,0,0,0.74,0,0,0.37,0.74,8.88,4.07,24.42,0,0,2.59,0,1.85,7.03,0,0.37,0,12.58,1.85,0,1.48,0.74,0.74,0,0,0
3Month,0.1,1.66,0.62,14.77,0,0,0.1,0.21,0.1,5.72,0.94,0.1,0,12.69,3.02,0,2.5,0.31,9.88,5.3,8.84,2.5,0,1.56,0.94,0,0.21,0.1,0.1,0,1.56,0.31,0.94,0.1,0,0.31,2.29,1.04,0.62
22Month,0,2.05,0.82,3.14,0.14,0,0.14,0.14,0,2.46,0.41,4.51,0,57.67,2.32,0.14,5.19,0.27,1.64,6.15,8.2,0.14,1.5,0.55,0.14,0.27,0.27,0.14,0.41,0.27,0.14,0.27,1.37,2.73,0,0,0.14,0,0
