stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,1,0,7,1,0,0,0,0,0,0,1,0,0,0,0,1,2,5,13,0,0,0,0,3,64,0,0,0,5,0,0,0,0,0,0,0,0,0
72hpf,2.82,1.97,0,5.07,1.13,0,0,0.28,0,0,0,0,0,0,0,0,4.51,14.94,0.85,10.99,0,0,0,0.28,5.07,18.04,0,0,0,9.3,0,0,0,4.79,0,0.56,0,0,0
21Day,2.22,1.48,1.11,24.42,0.37,8.14,0,2.96,0,0.37,0,0,0.74,1.11,4.81,0.74,0.74,10.36,4.07,20.72,0,0,1.48,0,4.44,7.4,0.37,0,0,9.99,1.11,0,0,2.96,0.74,0.74,0,0,2.22
3Month,0.31,2.7,0.31,26.11,0.31,0,0.62,0.42,1.77,9.26,0,0,13.31,16.12,1.46,12.9,3.12,10.92,8.84,14.77,2.39,0,3.02,2.6,1.87,0.31,1.35,0.21,0,0.42,0.73,0.1,7.39,0.42,0,0.1,4.26,1.25,7.8
22Month,0.27,6.29,2.05,13.66,0,0,0.68,0.55,1.37,14.62,7.24,0,35.8,11.75,2.19,17.08,0.68,4.65,9.84,8.88,0,1.09,0.82,0,1.64,0.14,1.64,0.41,0.14,0.96,0,0,0.55,3.01,0,0.27,1.37,0,3.14
