stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,1.97,3.1,0,0,0,0.56,0,0,1.13,0,0,0,0
21Day,0,0,0,17.39,0,1.11,0,0,0,0,0,0,0,1.48,0,0.74,8.14,4.81,3.7,0,0,0.74,0,1.48,5.18,0.37,0,0,0.74,0.74,1.11,1.48,0.37,0,0,0
3Month,0,0.31,0.52,25.59,0.21,0,0.1,0,11.03,0.83,0,6.87,3.33,0.21,15.5,1.25,3.22,4.68,2.91,0.42,0,11.03,0.31,0.62,0.1,2.39,0.42,0,0,0.31,11.23,0.1,0,0.52,0.94,2.6
22Month,0,1.09,1.09,10.93,0,0,0.41,0.27,3.14,2.6,0.68,31.7,1.37,0.68,8.47,0.41,2.32,5.74,9.02,0,0.68,1.91,0,0.27,0.55,0.68,0.14,0.14,0.27,0,7.79,0.41,0,0,0,1.64
