stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,16,0,0,0,0,0,0,0,0,0,0,14,1,0,4,0,0,0,7,3,101,1,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,1.41,2.54,0,0,0,0,0,0,0,0,0,1.41,0.85,0,0.85,0,0.28,0,0.56,4.51,8.17,0,0,0,0.56,0,0,0,4.23,0,2.82,0,0,0
21Day,0,0,0,0.37,2.96,0,0,0,0,0,0,0,0,0,0,0.74,0,1.11,0,0,0,0,2.96,1.85,0,0,0,0.37,1.11,0,1.11,0.74,0,1.11,0,0,0
3Month,0.31,1.04,1.14,57.21,1.77,0.31,0.1,1.87,3.12,0.21,19.87,5.72,0.31,6.87,14.46,5.2,4.06,3.95,1.04,0.1,1.04,3.22,4.99,0.31,1.35,0.83,0,0.1,2.81,0.1,109.63,0.42,0,1.04,2.5,477.85,3.54
22Month,0,0.27,0.27,28.29,1.09,0,0,0.14,0.82,0,8.61,0.41,0.27,1.37,2.46,0.27,0.55,2.87,0,0.27,0.82,0.68,1.64,0.27,0.27,0.27,0.82,0,0.14,0,25.14,0.68,0.14,0.68,0,2.05,0.27
