stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,4,8,1,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,3.95,0,2.54,1.13,0.56,0,0.56,0,1.97,0,0,0,1.13,0,0.85,21.14,10.99,0.85,0,0.28,0,0,12.4,2.54,0.28,0.28,0,0.85,0,0,0,0,0,0,0,0,0
21Day,0.37,0.74,0,25.9,0.37,4.07,0,2.22,0,1.48,0,0.74,8.51,32.19,1.11,0.37,24.79,36.26,3.33,0,0,2.22,0,7.03,1.85,0,0.37,0,0.74,4.81,0,0,0,0.37,0,0,0,49.58
3Month,0.1,2.5,1.04,83.94,0.42,0,1.25,0.42,8.11,46.6,0.21,23.51,113.59,3.95,11.55,1.87,20.49,98.4,12.48,2.39,0,10.4,3.12,1.04,0.21,2.18,0.1,0,0.31,3.12,0.52,23.51,0.1,0,0.1,1.98,4.47,94.66
22Month,0.27,4.78,1.64,35.39,0.27,0,1.5,0.96,6.15,135.83,3.83,39.76,48.92,4.24,9.57,0.96,6.01,101.12,12.57,0,0.82,3.14,0.41,0.55,0,1.09,0.55,0.14,0,0.41,0,8.06,0.27,0.14,0,0.41,0,28.42
