stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,2,0,8,1,1,0,0,0,0,0,0,2,0,0,0,0,3,6,11,16,0,0,0,0,13,116,0,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,8.46,0.85,0,5.07,0.56,9.02,0,0.85,0,0,0.56,0,0,0.56,0,2.25,0,4.51,29.03,4.23,9.02,0,1.69,0,0,37.77,32.41,0,0.28,0,11.56,1.13,0.56,4.79,0.28,0.85,0.85,0,0,0
21Day,14.43,1.11,0.37,38.85,1.48,14.06,0,10.36,0,0,1.48,0,0,3.7,1.48,9.62,1.85,3.33,23.68,6.29,35.15,0,0,3.7,0,18.87,13.32,0.37,1.11,0,12.21,5.18,0,2.59,0.74,0.74,0.74,0,0,7.03
3Month,0.83,3.85,3.43,88.62,0.1,0,1.66,2.7,0.21,15.08,17.27,0.1,0,194.82,21.64,4.26,50.03,6.55,23.2,38.69,28.92,8.84,0.1,6.76,4.06,2.18,0.94,3.54,1.35,0,1.87,4.78,16.43,0.62,0.31,0.1,0.1,5.82,3.33,15.39
22Month,0.27,5.33,2.46,20.36,0.14,0,1.09,1.64,0.14,3.96,27.88,6.15,0,222.47,11.21,5.33,33.07,0.96,3.55,26.24,18.72,0.96,2.87,2.19,0.68,2.05,0,1.37,3.01,0.27,0.68,0.27,2.87,1.91,0.68,0,0,0.68,0,4.78
