stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0
72hpf,234.22,0.28,0,3.38,0.56,3.66,0,0,0.28,0,0,0,0,0,1.13,6.76,1.41,6.76,0,0.28,0,0,30.44,14.66,0.28,7.89,0,0,1.41,0,0.85,0,0,0
21Day,105.82,0,0,6.29,0.37,2.59,1.11,0,0.37,0,2.22,0,1.85,1.11,0.37,2.59,1.48,11.1,0,0,1.11,0,8.14,4.81,0.37,4.07,3.7,1.11,1.11,2.96,0,0,0,1.85
3Month,0.62,0,0.21,0.42,0,0,0.1,0.1,0,0.21,0.62,0.21,0,0.1,0,0,0.1,0.31,0.1,0,0.1,0.1,0,0,0.1,0,0,9.15,0.1,0,0.1,0.1,1.66,0.21
22Month,0.27,0.14,0,0.27,0,0,0,0,0,0,1.78,0,0.14,0.14,0,0,0,0,0,0,0,0,0.14,0,0,0,0,6.15,0,0,0,0,0,0
