stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16,13,1,69,72,0,0,0,0,0,0,0,4,2,0,0,2,14,22,12,547,0,0,0,0,230,2287,17,0,0,52,0,0,0,0,5,0,0,0
72hpf,0,0.28,0,0.85,23.39,1.13,0,0,0,0,0,0,0,0,0,0,0,10.71,0.56,0.56,10.15,0,1.41,0,0,15.5,18.6,1.97,0,0,9.3,0.85,0,4.23,0.28,0.28,0,0,0
21Day,0,0,0,1.11,1.48,0.37,0,0,0,0.37,0,0,0,0,0,0,0,0,0.37,0,1.11,0,0,0,0,2.22,2.59,0,0,0,0,0.37,4.81,0.37,0.74,0,0,0,0
3Month,0.42,0.73,0.52,9.78,1.66,0,0.42,0.1,0.1,1.56,3.85,0,0,18.52,4.06,0.31,5.3,0.94,2.5,2.39,2.7,0.31,0.21,1.87,2.7,2.18,0.1,0.83,0.31,0,0,3.02,266.7,0.42,0,0.21,1.35,392.87,2.18
22Month,0,0.14,0,0.96,0.82,0,0,0,0,0.14,1.64,0.96,0,10.93,0.41,0.55,1.5,0.27,0.55,0.96,1.64,0,0.41,0.14,0,0.27,0,0.41,0.27,0.82,0.14,0,41.54,0,0,0,0,0.96,0.55
