stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.85,0.28,0,0,0,0,0,0,0,0,0,0,1.41,4.79,0.28,0,0,0,0,0,1.69,0,0.28,0,0.56,0,0,0,0,0,0,0
21Day,0.37,0.37,0.74,4.44,0.37,0,0.74,0,0,0,0,1.11,0,0.37,0.37,0,1.85,1.11,1.11,0,0,0,0.37,2.96,1.11,0.37,0,0,1.85,0,0,0,0,0,0.37
3Month,0,0.1,0.73,24.65,0.1,0.1,0.1,3.43,1.14,0,0,18.52,2.39,0.31,7.39,2.91,1.87,2.08,2.6,0.62,0.1,0.94,4.16,0.42,0,1.98,0.1,0,0.42,2.08,0.1,0.1,0.42,0.62,2.39
22Month,0,0.55,0.68,4.92,0,0.14,0.27,0.82,1.64,0.41,0,17.63,0.55,0.96,5.06,0,0.41,1.09,1.91,0,0.41,0.55,0,0.41,0,1.5,0.14,0,0,0.68,0.27,0.14,0.14,0,0.68
