stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0,0,0,0,0,0,0,0.28,0,0,0.28,1.69,0,0,0,0,1.69,0,0,0,0.28,0,0,0,0.28,0,0,0,0,0,0,0,0,0
21Day,0.74,0,0,1.48,1.48,0,0,0,0.37,0,0,15.17,0,0,1.11,0,2.22,0.37,1.48,0,0,0,0.74,2.22,1.11,0,0,0,1.85,1.11,0.74,0.37,0,0.74,0,0,0,0
3Month,0.73,3.02,7.49,26.73,0,4.47,0.31,0.21,4.99,11.13,0.1,1665.94,12.69,0.62,85.61,5.82,10.09,6.03,14.35,2.7,3.54,8.74,3.74,1.25,0.1,2.18,3.02,0,0.73,24.65,21.12,1.25,0,0,0.42,4.47,3.85,7.59
22Month,1.5,5.88,5.19,15.99,0,9.84,0.68,0,3.69,18.45,5.19,3431.68,6.01,1.5,55.48,2.19,3.55,14.07,18.99,0.96,80.49,4.37,0.96,1.09,0.55,1.78,6.01,2.19,0.55,8.2,18.72,2.05,1.37,0,0.41,0.82,0,6.56
