stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,8,6,0,0,0,2,1,55,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,0.85,4.23,0.28,0,0,0,0,0,0,0,0,0,2.25,0.28,1.13,0,0.28,0,7.61,3.38,0.56,0,0,0,2.54,0.28,0,0,0,0,0,0,0
21Day,0,0,0,4.07,16.28,0,0,0,0.37,0,0,0,0.37,0,0.37,2.96,0.37,3.7,0,0,0,3.7,1.48,0.37,0.37,0,0,4.44,0.74,0,0.74,1.11,0,0,0,0
3Month,0.21,0.52,0.31,9.57,4.89,0,0.31,0.73,1.35,0,41.71,2.18,0.21,3.33,0.73,2.6,1.77,9.47,0.42,0.52,1.14,101.21,0.52,0.1,1.87,0.1,0,0.21,0.73,3.85,0.1,0,0.31,1.77,3.22,0.94
22Month,0.14,0.14,0.68,4.51,2.32,0,0.96,0.55,3.55,0.82,159.61,1.5,0.96,2.6,0.55,1.23,1.91,14.21,0,15.44,1.23,5.74,0.14,0,1.78,0.96,0.27,0,0.14,2.05,0.27,0,0,1.64,0,0.68
