stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.28,0.85,0.28,0,0,0,0,0,0,0,0,0.56,0,0.28,0,0,0,0.28,41.43,5.07,0,0,0,0.28,0,0,0.56,2.54,2.25,0,0,0
21Day,0.37,0,0,0,1.11,0,0,0,0,0,0,0,0,0.37,0,0,1.11,0,0,0,0,7.4,1.85,0.37,0,0,0.37,0.37,0,0.37,1.85,2.96,0,0,0.37
3Month,0,0.21,0.1,3.22,0,0,0.31,0.73,0.1,7.39,1.04,0.21,1.35,0.31,1.25,0.83,1.25,0.83,0,0.21,0.62,0.1,0.1,0.52,0.1,0,0,0.73,1.56,0,0,0,0.1,4.26,0.52
22Month,0,1.64,0,2.05,0,0,0.27,1.91,1.09,26.92,0.55,0.41,2.05,0,0,1.91,1.64,0,0.27,0,0,0.14,0.14,0.41,0.27,0.14,0,0.14,1.09,0,0.55,0,0,0,0.55
