stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0
3Month,0.62,4.89,2.08,110.67,0,1.66,1.98,0.1,14.56,102.56,0,56.59,154.88,3.33,35.89,4.58,58.25,75.52,19.56,4.78,0,11.13,3.02,1.77,0.42,2.5,0.73,0,2.39,3.33,0.21,17.16,0.42,0,0.21,12.07,6.24,41.81
22Month,0.27,6.29,2.73,38.26,0.14,2.46,1.5,0,6.83,248.02,8.61,84.18,71.47,13.66,45.91,0.96,15.71,114.79,16.53,0.41,1.5,6.15,0,1.23,0.41,3.55,0.55,0.55,1.09,1.09,0.14,1.91,1.78,1.09,0,1.91,0,17.76
