stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,11,37,0,39,5,2,0,0,0,0,0,0,5,1,0,0,0,3,3,8,85,0,0,0,0,85,814,3,0,27,0,0,0,1,0,0,4,0,0,0
72hpf,5.36,27.06,0,6.76,6.76,4.51,0,0.28,0,0,0,0,0,0,0,0.28,0,1.97,8.46,1.13,46.22,0,0.28,0.28,0.56,43.4,49.32,0.28,0.56,48.76,0,0,0.28,26.49,0,0.28,2.82,0,0,0
21Day,2.22,12.58,1.85,8.51,0.37,4.44,0,1.85,0,2.22,0,0,0,0,0,3.7,0.37,0,8.14,1.48,33.67,0.37,0,14.8,0,23.68,10.73,0.74,0.74,15.91,5.18,0,1.85,19.61,0.74,0.37,7.03,0,0,0.74
3Month,0.1,6.87,1.14,7.91,0.1,0,0.21,0.31,0.1,12.17,3.64,0,0,3.85,1.66,0.52,1.77,0.31,1.46,2.39,5.72,1.14,0,2.29,0.1,2.39,0.21,0.42,0,0,0.52,0.1,7.7,3.02,0.1,0,0.42,10.82,1.87,0.83
22Month,0,5.47,1.09,3.42,0,0,0,0.14,0.41,4.65,4.51,6.15,0,4.92,1.23,0.55,1.64,0,0.82,2.87,2.05,0.27,0.14,1.09,0,0.68,0,0.55,0.14,0,0,0,0.96,3.01,0.27,0,0,0.27,0,0.27
