stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,0,0,0,0,2,88,0,0,3,0,0,0,0,0,1,0,0,0
72hpf,28.75,1.13,0,11.27,4.23,16.07,0,0,0,0.28,0,0,0,0.28,0,6.2,30.44,3.66,32.41,0,1.41,0.56,0.28,1687.99,142.62,0.56,12.97,55.52,0.85,0,205.75,1.41,0.85,3.66,0,0,0
21Day,19.98,0.37,1.85,16.65,2.59,17.39,0,2.22,0,0.37,0,1.85,0.74,1.85,4.07,2.22,14.06,6.66,84.36,0.74,0,1.11,0,572.37,44.03,1.11,11.1,81.4,18.13,0,126.17,4.44,8.51,1.11,0,0,4.81
3Month,0.1,0.1,0,2.6,0.31,0,0,0.1,0.31,1.56,0.1,3.54,0.42,0.1,0.62,0.1,3.54,0.94,22.78,34.22,0,0.62,0.21,3.85,1.25,0.83,0.52,0.21,0.42,5.1,1.25,0,0,1.25,2.39,1.35,1.04
22Month,0,0.55,0,3.01,0,0,0.14,0,0.14,0.96,0.41,5.06,0.41,0.27,0.82,0.14,0.68,0.68,16.53,3.55,0.27,0.41,0,5.6,2.46,0.27,0.68,0,0,2.32,3.01,0,0,0.27,0.41,0,0.14
