stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,188,71,0,97,9,2,0,2,0,0,1,0,8,2,0,1,1,17,19,33,2004,0,2,0,1,261,6794,2,0,0,381,0,0,0,0,0,19,0,0,0
72hpf,78.07,13.81,0,9.02,10.71,7.61,0,0.28,0,0,0.28,0,0,0,0,0.28,0,2.54,14.37,1.41,542.56,0,0,16.07,0,175.87,102.59,0.28,1.41,0,592.73,0.28,0,30.16,0.56,0.85,18.04,0,0,0
21Day,175.37,2.59,1.11,23.31,3.33,18.13,0,1.85,0,0,0.74,0.37,0,2.59,0.37,5.18,3.7,2.96,18.87,5.92,832.47,0.74,0,70.3,0,71.41,64.75,0.37,1.11,0,200.53,29.97,0,9.62,4.44,8.14,6.29,0,0,1.85
3Month,1.35,3.12,0,8.01,0.1,0,0.62,0.52,0.73,0.42,5.93,0.52,0,5.2,2.08,0.21,2.7,0.73,5.1,2.5,128.57,10.61,0.1,5.72,35.16,4.26,2.29,1.04,0.62,0,5.1,0.52,9.78,0.73,0,0,0.62,3.12,0.52,1.35
22Month,0.55,0.96,0,6.42,0,0,0.27,0,0.27,0.41,1.37,0.41,0,11.62,0.14,0.68,7.52,0.41,2.87,0.68,54.39,2.32,0.41,2.6,0.82,2.46,2.6,0.27,0.27,0.14,1.91,0,4.51,4.1,0,0,0,1.09,0,0.68
