stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,2.96,0.37,0,6.66,1.11,0,1.11,0,0.37,0,1.48,0.37,0,0,3.33,1.48,1.48,5.18,0,0,0.37,0.37,2.96,1.85,0,0.37,1.11,1.85,0,0,1.11,0,0,0.74
3Month,0.1,0.94,0.52,10.92,0,0.31,0,1.56,3.64,0,9.36,3.85,0.31,4.68,1.14,4.06,2.7,3.12,0.62,0,1.25,0.42,0.42,0,0.21,0.1,0,1.04,2.18,0.1,0,1.14,0.94,2.39
22Month,0.14,0.55,0.27,2.19,0,0,0,0.14,1.09,0.96,10.25,0.55,0,3.01,0,1.37,0.41,0.96,0,0.27,0.14,0,0,0,0.14,0.27,0,0.14,0,0,0,0.14,0,0.14
