stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,6,2,0,4,1,1,0,0,0,0,0,0,0,0,0,1,1,0,28,0,0,0,0,7,258,0,0,0,3,0,0,0,0,2,0,0,0
72hpf,0.56,0.56,0,0,3.38,0.28,0,0.28,0,0,0,0,0,0,0,0.28,1.69,0.28,2.54,0,0,0,0,7.05,10.99,0,0,0,5.07,0,0,1.13,0,0,0,0,0
21Day,1.48,0,0,1.11,1.85,0.74,0,0.74,0,0,0,0,0,1.48,0,0,1.85,0,2.96,0,0,0.37,0,2.59,3.33,0,0,0,1.48,0.74,0,1.85,0.37,0.37,0,0,0
3Month,0,0.31,0.21,4.47,1.25,0,0.1,0.21,0.1,0.83,0,4.58,0.94,0,1.25,1.14,1.77,1.35,1.77,0.42,0,0.42,0.62,0.31,0.1,0.62,0.21,0,0.1,0.42,46.5,0,0,0.1,0.31,9.05,1.35
22Month,0,0.41,0.27,1.5,0.68,0,0.14,0.14,0.27,0.55,0.41,9.84,0.55,0,1.09,0,0,1.37,1.64,0,0.55,0,0,0.14,0,0.14,0.27,0.68,0,0.14,6.15,0,0,0,0,0,0.27
