stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,13,22,12,0,0,0,0,10,71,0,0,0,1,0,0,0,0,1,0,0,0
72hpf,4.23,1.69,0.28,4.23,0.56,2.25,0,0.28,0,0,0.28,0,0.28,0,1.13,0,4.79,27.62,1.41,9.3,0,1.13,0.56,0.56,54.11,28.18,0.28,0.85,0,10.71,1.13,0,4.51,0.56,1.69,0,0,0
21Day,5.55,0.74,0,22.94,0,6.66,0,3.33,0,0.74,1.85,0,1.48,0.37,7.03,2.22,3.33,14.43,2.96,15.17,0,0,2.22,0,19.61,11.47,0.74,0.37,0,5.18,3.33,0,2.22,0.74,1.11,0,0,1.48
3Month,0.1,0.83,0.83,21.43,0,0,0.52,0.21,0.1,2.7,4.68,0,26.42,3.54,1.35,12.69,1.66,3.74,7.28,5.62,0.62,0.1,2.18,1.25,0.94,0,0.94,0.73,0,0.31,1.46,24.24,0,0,0.31,2.7,13.63,6.55
22Month,0.14,1.23,1.5,7.24,0,0,0.55,0.27,0,1.64,13.94,6.7,42.22,3.01,2.73,9.57,0.55,0.82,8.61,2.87,0.14,0.41,0.68,0.14,0.41,0,0.96,0.41,0.96,0.14,0,5.19,0.68,0.41,0,0.14,0,1.23
