stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,2,47,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0.85,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0.28,0,1.97,3.95,0,0,0,0.85,0,0,0.28,0.56,0,0,0,0,0
21Day,0.37,0.74,0,2.59,0,2.59,0,1.11,0,0,0,0,0,0.37,0,0.37,0.37,1.48,2.96,0,0,0,4.44,4.44,0,0,0,0.37,0,0,0.37,0,0.37,0,0,0,0.37
3Month,0,0.83,0.31,6.03,0.1,0,0.42,0.1,1.14,1.46,0,4.58,0.73,0.42,4.68,0.73,1.46,2.18,2.39,0.21,0.83,0.52,0.21,0,0.52,0.31,0,0.1,0,17.89,0,0,0,0.1,1.04,8.84,1.46
22Month,0,0.68,0.14,1.5,0,0,0.68,0.14,0,2.46,0.27,7.24,0.68,0.55,0.55,0.27,0.55,1.23,0.55,0,0.14,0,0.27,0,0.27,0.68,0.14,0,0.14,0.14,0.27,0,0,0,0,0.14,0.14
