stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,3.1,3.1,0,0.28,0,0,0,9.86,1.41,2.25,0,0,0,0,0,0,0,0,0,0
21Day,0.74,0,0,1.48,0,0.74,0,0,0,0,0,0,0,0,0.37,0.37,7.77,0.74,0,0.37,0,0,0,6.29,0.74,0.74,0,0,0.37,0,1.11,0,0,0,0,0
3Month,0.1,0.52,0.73,10.3,0.31,0,0.73,0.21,0.1,1.14,1.87,0.62,109.95,1.98,0,25.28,53.36,2.6,2.18,2.6,0.21,0,1.04,33.18,0.42,0,0.42,0.1,0.1,1.14,9.15,0.21,0,0.73,7.8,1.04
22Month,0.14,1.09,0.82,13.12,0.27,0,0.55,0.14,0,1.23,7.65,1.09,83.77,1.64,0.55,30.06,18.58,0.96,3.28,3.14,0,0.82,0.68,6.56,0.27,0,0.68,0,0,0.27,10.8,0.14,0.14,0,0,1.09
