stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.56,0,1.69,0,0,0,0,0,0,0,0,0,0,0.85,1.69,0,3.38,0,0,0,0,23.39,6.2,0.28,0,0,1.97,0,0,0,0.56,0.28,0,0,0,0
21Day,1.85,0,0,3.33,0.37,2.22,0,0.37,0,0.74,0,0,0.37,0,1.85,0.74,0,0.74,0.37,4.81,0,0,1.11,0,21.46,5.92,0,0.74,0,1.48,1.11,0,2.22,1.11,0.37,0.37,0,0,0.37
3Month,0.21,1.77,4.37,30.16,0.21,0,0.62,0.94,0.1,26.73,6.76,0.21,119.72,10.3,1.66,63.66,4.58,8.63,16.02,10.3,3.12,0.42,3.74,10.09,3.74,0.42,3.64,1.66,0,0.83,2.08,0.1,68.96,0.42,0.1,0,3.02,13.31,6.76
22Month,0.14,1.5,1.5,8.61,0.55,0,1.37,0.55,0,7.52,3.01,1.23,172.45,0.96,2.6,19.13,0.55,1.5,9.57,4.24,0.41,2.05,1.09,0.27,2.05,0.41,1.78,1.09,0.14,0.27,0.82,0,26.1,1.37,0.68,0,0.55,0.14,1.64
