stage,Cardiomyocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0.28,0,0,0,0,0.28,0,0,1.13,0,0.28,0,0,22.55,1.13,2.54,0,0.28,0,0,0,0,0,0,0,0
21Day,0.74,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,10.36,0.37,4.81,0.37,0,0.37,0,0,0,0.37,0,0,0
3Month,0,1.98,0,0,0.1,4.47,0.21,0.1,0.62,0.52,0.42,0.1,0.1,0.1,0,0.21,0,6.97,0,0,0.31,0.1,0.1,0,0,0.1,0.1,0.1
22Month,0,4.78,0,0.14,0,3.42,0,0,0.27,0,0.14,0.14,0.14,0,0.14,0.27,0.14,2.73,0.14,0,0,0,0,0.14,0,0,0,0.27
