stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,T_cell
24hpf,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,0.56,0.56,0,0,0,0,0,0,0,0,0,0.28,0,0,0.56,0,2.25,0,0,0,13.25,4.79,0,0,0.85,0,0,1.13,0,0,0,0
21Day,0.37,0,0,1.11,0.74,0,0.37,0,0,0.37,0,0,0.74,0,0,0,0,0,0.37,1.48,0,0,0.37,5.55,2.96,0,0.37,0.74,0.37,0,0.37,0,0.37,0,0
3Month,0.1,0.42,0,0.52,0,0,0,0.1,0,0.1,0,0,5.62,0,0,0.21,0,0.1,0.21,0.62,0.1,0,0.21,0,0,0.1,0,0,0,0.21,0.1,0,0,0.31,0
22Month,0,1.5,0.14,2.6,0,0.14,0,0,0.41,1.5,1.23,0,34.57,1.23,0.68,7.11,0.27,0.41,3.01,5.6,0.41,0.82,0.41,0.14,0,0.55,0.82,0.27,0,0.14,0.55,0.27,0,0.14,0.27
